4.5517	4.5506	1
9.7629	9.7400	2
12.8765	12.8436	3
14.8826	14.8601	4
18.5445	18.5438	1
19.7527	19.7496	2
22.9919	22.9916	1
26.0685	26.0630	2
27.9957	27.9292	3
29.6689	29.6332	4
36.1237	36.1230	1
39.0333	39.0324	2
44.0489	43.9289	3
46.3073	46.3068	4
50.1266	50.1260	1
51.3328	51.3314	2
53.6142	53.6128	3
59.0711	59.0332	4
63.0737	63.0726	1
65.2526	65.2523	2
68.9727	68.9468	3
71.3403	71.3205	4
