1.3099	1.2943	1
2.6307	2.6289	2
6.0772	6.0514	3
8.2129	8.1725	4
17.5468	17.5446	1
18.2275	18.2248	2
20.2902	20.2673	3
23.2771	23.2593	4
25.7094	25.7083	1
26.9112	26.8842	2
29.0312	29.0307	1
47.2089	47.2084	2
48.3043	48.2700	3
60.8124	60.7931	4
63.3115	63.3108	1
76.8027	76.7850	2
79.2075	79.1669	3
82.8194	82.7920	4
86.4690	86.4684	1
87.9528	87.9315	2
89.9372	89.9287	1
92.1009	92.0995	2
94.4102	94.4085	3
97.9685	97.9133	4
