0.9539	0.9535	1
2.7867	2.7867	2
7.2584	7.2429	3
11.5415	11.5182	4
16.8660	16.8650	1
18.4763	18.4641	2
23.9716	23.9692	3
27.8074	27.7809	4
30.7353	30.7212	1
32.3903	32.3823	2
34.6091	34.5933	3
40.0184	39.9908	4
45.3607	45.3596	1
46.6894	46.6743	2
48.4744	48.4729	3
50.9562	50.9442	4
54.3563	54.3557	1
59.2246	59.2233	2
61.4824	61.4818	3
62.9119	62.8967	4

